"","merged_dataP[, 1]"
"HMGA2",2.65742792112951
"STK16",5.56261350026485
"DDX19A",3.73191012270117
"PPP1R9A",5.49812591904897
"CETN2",9.77283381798226
"APOOL",6.16785303131385
"SIGLEC15",4.8248533843495
"SEC61G",8.62877364926457
"HN1",8.612427576816
"CLIP3",3.58837841374971
"PLEKHB2",8.34230129351646
"MOAP1",7.34452487985063
"LMAN1",8.54185451401655
"DES /// SUPT20H",5.7596064355004
"SATB2",6.39774886848255
"SPDEF",3.87122923556522
"EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10",4.38074995130816
"RPL27",11.1111576820826
"BMP6",3.20030301196839
"DCP1A",6.71300183959864
"SF3B1",9.0437688098894
"ACOT9",7.84745428607299
"TMSB4Y",6.33341622404399
"ZNF764",5.00403974021383
"RPF1",7.4303770066781
"RSPH6A",3.5555288386675
"HYPK /// MIR1282 /// SERF2 /// SERF2-C15ORF63",7.55509972924111
"PPA1",8.70109742077534
"CREB3L2",5.94492678304483
"PNPO",7.77985351196473
"PLAA",5.5929654937851
"TOR1AIP1",8.32120703938372
"ACBD3",7.70080350812596
"TFB2M",6.51343734725751
"CALML3",4.26387710558222
"ATPAF2",4.35002442479969
"GCSH /// LOC101060817",9.30181290290053
"CPT1A",6.79772589587506
"MCMBP",4.06110599326327
"ZFAND6",9.2620803165394
"CLDN1",3.26599457648017
"LTBP1",7.36461429551703
"ATP10B",3.04030251855541
"PUS3",5.92251712362821
"L3MBTL1",3.80001217090334
"MVB12B",4.32732211720135
"NFATC4",4.27794397962703
"LRRC37A3",6.31286300365645
"PKNOX1",6.29589137179281
"COX7A2L",9.53772100479437
"MUC6",3.96222144330424
"NUS1P3",3.38379237639609
"COX4I1",8.9448682702557
"GID4",6.54912030102158
"EFCAB2",5.88409568129816
"HINT1",9.05944335331586
"MIR6805 /// RPL28",11.8712534950389
"PSMA2",6.90866202118894
"NIN",4.53542900055958
"PIK3CA",5.76538962159339
"PPIH",7.06215890679973
"DDX51",4.27741548113231
"NIF3L1",7.05570914798575
"ATP6V0E1",10.7555030273046
"SLC35F5",6.79059559789265
"CCR2",5.08054352306022
"UFC1",9.3901630491832
"NOC3L",5.84906051071664
"RNGTT",4.09996923204798
"TNS1",7.97075839718948
"DAP3",7.59739118026473
"ANXA7",9.28136410814147
"COL4A3BP",8.2560046770645
"HPSE2",3.36086546145191
"AV8S2A1N1T /// hADV36S1 /// TCR-alpha /// TCR-alpha /// TCRA /// TRAC /// TRAJ20 /// TRAJ20 /// TRAV36DV7 /// TRAV36DV7 /// YME1L1",2.70101347178568
"TTC37",6.46195630099532
"CES1P1",4.04308608839069
"POU2F3",2.43380398376046
"SLAMF7",5.03835849140801
"NAA60",7.7335368423317
"ZBTB44",6.87027012424322
"OAS2",4.54923313979126
"IDH3G",7.63746435394053
"ING1",5.33528089771895
"TCFL5",5.46249324391035
"IQCA1",6.04465510971466
"ATP5F1",10.0268123398826
"RAP1GDS1",4.18902657909213
"EPS8L1",4.07705907842724
"PMPCB",7.84125761961731
"COTL1",9.06453753496772
"PDS5B",3.3942231526332
"AP4M1",4.13438348252779
"TOLLIP",6.93567815390923
"PARG",5.34197440317488
"ZNF3",5.56102984625885
"WDYHV1",5.299272138205
"ZNF518A",3.39666977173825
"ITFG1",8.09601852124505
"RPS3",11.2836777380309
"ZNF688",3.66876773893667
"LA16c-358B7.3",4.96742567622052
"SYT12",3.58439903977745
"KCTD12",8.55592260363819
"DDX6",9.15571924317263
"METTL7A",9.72575210067574
"ZNF230",4.62077811527685
"LIM2",3.1644881542853
"DPYD",3.87094221905374
"ALDH5A1",6.80348302014461
"TUBB6",5.80546147339973
"LOC100506603",5.1031644278201
"LRRC20",4.49912004095357
"ZFR2",3.25317230656144
"CLASRP",6.78783960840115
"RCBTB2",7.96119435224506
"PFKFB4",4.12571745433365
"DPH2",5.7869005990445
"PATZ1",6.75706914558222
"DIO2",3.76663736680411
"BMP8A",2.51345879766947
"RNF6",7.03120127741755
"METRN",5.90855067883945
"MCOLN1",6.4588104156282
"FGF9",7.1275531211047
"VSIG4",5.52840335285952
"RABL2A /// RABL2B",7.80760699379462
"GNL3L",4.26178129005591
"PTGES",5.50992062355473
"ROR2",3.85980641264047
"AGK",6.08007961523215
"RBM8A",6.67638025419689
"PCNXL4",6.1861935885107
"LOC101930112 /// SPG7",6.95233201845633
"FAM153A /// FAM153B /// FAM153C /// LOC100507387 /// LOC101928349 /// LOC101930363",4.6747178684881
"MPP6",4.51419383380196
"ROBO3",4.48986207766019
"STEAP1B",3.41163210262588
"RAD51C",6.31190126023856
"TMPRSS15",3.74348446595499
"RBFADN",4.01297509641372
"ZSCAN32",4.58833269257946
"OLIG2",2.91536656567355
"PDLIM7",5.01355189888104
"AOC4P",4.38012148756119
"ST8SIA5",3.91950755596593
"SRRM2",9.69436793895196
"PDS5A",5.50741216750523
"ATRIP /// TREX1",5.8360373203278
"PTPN11",8.05100426522314
"SNRPA1",7.40257771871117
"CCDC176",4.96218291037366
"ALDH7A1",5.96201069019403
"SNRPB2",8.05535167156903
"CEP76",4.2029185209872
"SPTBN4",3.20177459327983
"EFEMP1",6.41462553654764
"RPS6KA4",3.47518919718084
"LOC101928830 /// LTA4H",9.88939900398629
"ITPK1",8.40705550924683
"CDK18",5.22690443069614
"SMYD2",6.64784094034163
"WBP1L",9.29698096944451
"PCGF2",7.4515317631174
"ITIH5",6.81273990411279
"RPS27",11.9716321843891
"ADSS",7.26671675713494
"USP25",7.23117277261142
"PTGES2",6.07815748851828
"TMCC1",5.46547834533963
"LITAF",8.11359091950428
"PSMD6",8.75745112727435
"RTF1",6.20521503267344
"CTSO",7.25771783327585
"PRDM9",3.31928021808816
"RNF121",5.6787139110461
"IGF2-AS",4.3426630437319
"NDUFB8",9.48801589387662
"ANGPT4",3.24320592144599
"SHMT1",8.6663978520562
"LANCL2",6.49830407755279
"ATP13A2",5.03461260960133
"GNG12",6.69944470073508
"ARSD",7.12763407125497
"INTS7",5.01994867752794
"PLA2G4C",4.09823086523085
"CHD9",3.60359617997352
"FDFT1",8.2147263589855
"DNAJB4",5.78346923688199
"CAMK1",3.98647151299524
"ICOSLG",3.77132156791629
"USP21",5.86429653332782
"FAM13C",4.82420184851781
"TFCP2L1",7.39498139995248
"SMG9",4.63970704678828
"IGKV1-17 /// IGKV1-17",6.03489275666233
"CPM",5.96760664716595
"DLEU2 /// DLEU2L /// MIR15A",4.11317340275116
"AHNAK2",3.6600331879224
"MID1",5.93782574257207
"KAZALD1",4.00940995680454
"CBLL1",3.69167633757941
"TRMT13",4.3368655290031
"EXOC6B",2.71455837507858
"MED17",6.10274732493447
"PASK",5.46136272796336
"CHD1",6.16987784583866
"LTBP3",4.2629741845179
"CYLD",4.6139745696361
"CARD10",3.95780676641892
"IGHG1",3.46294364629102
"CLTA",8.45128115699856
"CALD1",7.46410381658578
"CDH4",3.28694132418215
"SHMT2",6.37119255499171
"BCL10",6.99096314658466
"TUBB",9.2784289262004
"ARL6IP4",7.44107933365554
"LEFTY1",3.35946737647938
"TRPM6",2.96169609955544
"C14orf79",5.14471218424515
"ACAA2",7.56322413308714
"CYP2B6",6.38575083053801
"MIA",5.48289191429949
"CASK",7.15050161529426
"IDH3B",8.2040871321366
"PHB2",8.98247617741422
"EIF4G3",3.42155702702121
"ZMIZ1",7.7650366325799
"EGLN1",7.82146007956683
"TAT",3.83736761681985
"SYT13",6.67769177365091
"KCNQ3",4.6258655435549
"TBC1D8",5.2971966047472
"ADAMTS12",4.3651870054962
"HS3ST3A1",4.11139489391806
"RHOBTB1",9.10752203262326
"GPX2",3.17337769642977
"SEPHS1",7.06332563537635
"SCYL2",7.34677935879012
"SORBS2",5.72538486642472
"ABHD17A",6.07422048330946
"DHRS1",7.89095439029216
"SLC38A2",8.47259739589581
"STX2",6.12407957742821
"WDR74",5.7372112241276
"GSK3B",5.25246420501534
"ZSCAN2",6.55461957768144
"EPO",3.67258248703246
"TBC1D9B",6.72910963534184
"SECISBP2",7.25319943811474
"SLC25A28",6.21372292923723
"ARPC1A",7.75517617618537
"SLC25A3",11.1357731731705
"DAZAP1",8.95525591183365
"PRKCZ",6.37580107995308
"MED9",5.34137422199463
"CNOT1",7.02553882381471
"PCNA",7.40096034354182
"C1S",4.28645914558075
"ELK4",3.6242533443879
"CCZ1B",5.83512127758586
"AP1S1",6.26436325442802
"METAP1",7.07644972165524
"DDO",4.75358129089309
"TM4SF5",4.55998740773977
"IL1RL1",5.07953953457779
"PLAU",6.09248962597109
"GIMAP6",6.15667487501988
"PCID2",5.73849884668415
"MADD",5.99751445413211
"MEX3C",6.43994598786923
"CLCN7",5.23640252371787
"TMEM8B",4.20210073937055
"DDI2 /// RSC1A1",5.16141578095615
"DDT /// DDTL",8.2983413796749
"HSPB2",4.20601038688276
"CUEDC2",7.73872402398985
"ELP6",6.1900500975502
"STIM1",5.68090500976486
"RPS8 /// SNORD38B /// SNORD55",10.4270639120018
"ATP5A1",11.3848472303095
"PTPN9",4.89471120845642
"FPGT",5.92177666008298
"CEP170 /// CEP170P1",4.70446239706264
"DKK3",3.74915258981671
"SPOCK3",3.02703936668142
"DRG1",8.20046237881423
"TXN2",7.05932822696966
"CLN5",6.46702373459451
"RBM15B",5.48160674523641
"MRM1",4.17358904062281
"RPL10A",11.5032615020801
"RPA2",5.97874516472409
"N4BP2L1",5.03146305676541
"SPEF1",4.23551791391522
"PAGR1",5.96333065937365
"RAP1GAP",5.76304402620094
"DUSP8 /// LOC101927562",5.60219954417935
"NDUFB1",5.50316148943522
"DUS2",4.56081424301709
"ATP2A2",8.58660349349133
"HSP90AB1",10.37546460152
"INSL3",3.8628362738231
"ADRA1D",3.05026008404426
"LOC101060747 /// PDPK1",8.09808205739005
"LINC00965",4.26577919292563
"GABPA",5.60140956909201
"SHANK1",3.47261070916882
"TBC1D22B",5.50085226993111
"TYROBP",8.72561199764024
"TXNDC15",7.40248919789761
"PEX6",4.70524232520934
"KDM6B",7.7091439818543
"KANK3",5.6433611137612
"CASP9",6.05598080662768
"PIAS2",2.78814013903279
"ZNF423",5.53136597587792
"CST6",4.12029190384659
"LAMA4",3.71626782211952
"PAX1",3.01702987302011
"C1orf95",5.29818574730303
"FAM21A /// FAM21C /// LOC101930591",9.20294696667069
"RBP3",3.62739807352787
"USP10",7.53459545537698
"PPID",6.3816434325363
"TTC3 /// TTC3P1",7.85358537118327
"B3GALT2",3.90333833106474
"SMAD6",4.34796348256971
"CYP11B2",3.97103440917085
"ALMS1",6.37527343614175
"SPTB",4.55627014147888
"FCER1G",8.21245562697062
"SMCHD1",4.25311126295786
"TPM4",9.72183715439572
"TTC18",4.38275184244023
"POP5",7.87918580278185
"PRKACB",8.27835486636151
"RP11-473I1.9",3.53487787456594
"PCCB",7.86235824555925
"HOPX",4.64986550291647
"CACNA1E",3.39325046996573
"ARHGAP15 /// LOC101928361",5.84469760684969
"DUSP12",5.90643244548067
"SFI1",4.53491405746607
"TMX2",8.17259682958867
"DYNC1LI2",6.80731137210849
"ATP5E",9.78528144780079
"TTC38",8.03977614511725
"FAAH",5.30881672934926
"HADH",7.83558616747699
"CTAG1A /// CTAG1B",3.55503071621678
"ABCB8 /// ASIC3",3.43098129175901
"IPPK",6.01943501126546
"NADK",7.51070716853732
"RAB3GAP2",4.57852180876442
"CLCA2",2.57185145088681
"HS3ST3B1",3.977404374006
"CDA",6.36792972483702
"LRFN4",4.41021622284605
"NLGN4Y",3.12350480413449
"KLK11",3.32473360716042
"SLC9A6",6.84059030844663
"FCN3",4.5397212007014
"TRANK1",6.16465701161599
"RXRB",5.56054324696181
"SRRT",4.42491392308668
"KIAA0195 /// MIR6785",2.99608141404577
"TONSL",3.74680896110356
"RPS11",10.0774259000071
"ORC5",3.23876198548435
"ROS1",2.9676484985355
"TM7SF2",5.58039534432108
"TNKS",4.48865305228303
"KLHDC3",6.61207137836788
"STX6",5.53109622663648
"WNT5B",3.31566172568445
"RAB14",7.55987085979545
"SMAP1",7.28433498771482
"S100PBP",5.82772156569109
"RPS14",5.37082217616247
"ATP5SL",8.04077371246979
"HBS1L",5.9280295022218
"SCPEP1",6.807104456365
"THAP1",6.20460540961068
"CD9",9.08447888974768
"ETHE1",6.21398079381297
"PHF20L1",3.71220828216067
"STK4",5.86075953064311
"PTDSS2",5.64028001807451
"AMD1",9.03584927618708
"KCTD5",4.08190405981056
"ZBTB7A",4.1590411150043
"DCAKD",3.85402402978757
"RAB9A",7.8337636501509
"FGFR4",5.43114229696873
"DUSP6",9.31318119536034
"WFDC2",8.38082851333776
"TRIB3",3.9506773948615
"CLPX",7.42621470004111
"NCOA1",7.50704474902721
"RPA4",3.13256668648064
"PON2",4.35887799508666
"NUBP1",6.61519803137407
"PIGG",4.93177955779897
"MASP1",3.19866279441201
"IRGQ",3.63505095406548
"COLQ",4.62646812869291
"HIST1H2BG /// HIST1H2BJ",3.77702887108574
"IP6K2",7.56310625591997
"KCNAB2",3.96339310717199
"RLN2",3.05468845773628
"SLC2A14 /// SLC2A3",6.40080687831729
"UBXN4",8.66268730909696
"ARPC1B",7.39465636548202
"FARSA",5.39622421607312
"LNPEP",4.78803932285945
"XPNPEP1",7.49244742184955
"ZBTB22",5.55316892466083
"METTL17",6.60330220011988
"PEG3",5.81087072941191
"GLO1",8.38072396122265
"SLC9A3R2",5.82422087134963
"SALL2",5.4004184813562
"RGPD3 /// RGPD4 /// RGPD5 /// RGPD6 /// RGPD8",7.2721674517623
"RPS28",7.51647739598556
"JMJD1C",7.91774906182318
"LOC100862671 /// SRCAP",5.22839314452785
"PKD1P1",5.06135227679061
"DAAM2",6.12510300614021
"GALT",6.87682990435485
"ARL3",7.21290406743267
"TMSB10",12.4000859806139
"FBXL4",5.43297972097318
"HLF",6.44877260764295
"WDR77",6.71727306875483
"AKAP9",6.94188218150596
"RNH1",8.10392631105907
"BAZ2B",7.95223763082997
"GALNT11",8.74518942534154
"TCTN1",6.50472253699519
"LOC729966 /// PDE4C",4.04896618785445
"CIB1",8.4047042075796
"KIAA0753",5.37531498795339
"ZFYVE26",7.34837856823703
"TMEM160",5.29965203377892
"NDUFA4",9.84649452846273
"MSX2",2.4298058571037
"GRIA3",3.32342371741148
"C1D",6.32889880901497
"HNRNPM",5.45698309578996
"DNAJC6",5.8945295996822
"TMEM209",4.00938103459128
"ENOPH1",6.42126404260296
"ZNF22",7.63796532675839
"CNGB1",2.74748808266195
"PALMD",3.44241826881685
"CPEB3",5.44805404853229
"MSLN",3.13810140158065
"TOMM20",9.26510637841043
"POLR2G",8.57975545647001
"TM4SF1",8.39900984039286
"CPA2",3.26739296811894
"LZTS1",3.90483305593764
"CTSL",7.67365222172726
"PTPRA",3.92693015621706
"MST1",7.00806612132465
"LARS",7.96877425162594
"UQCR11",9.46011277844944
"KRT6A /// KRT6B /// KRT6C",3.16459486991061
"FAM49A",3.98187673577769
"CWH43",5.17165668787936
"NSFL1C",6.50514857966693
"VPS41",5.99015128865883
"LOC101928104",2.99994983721362
"NDUFA10",7.19340824207172
"HN1L",8.42595302294177
"JAK2",4.18100406310702
"FTSJ1",5.23296403070281
"PRKCG",3.71489840975597
"ACP1",9.02167632463612
"SLCO4A1",3.63515579613711
"PCDH12",5.79911300513091
"SKIV2L2",7.46780628388469
"GAR1",7.44988123898839
"CD1E",3.98835907393335
"UBA6",3.97324665700222
"TLN1",7.69492445996177
"RBM7",6.48129013878463
"LYZ",6.5838724289051
"GRIN1",3.87550828839423
"MSR1",5.31404792861711
"SOBP",3.59939358962361
"SLC35A1",6.09584545123793
"MAPRE2",3.52951393025921
"MTCH1",9.88532120183671
"MUC5AC",2.92586291932461
"C11orf24",6.25872044975513
"PNMA3",3.90196601526897
"FLJ21369",4.01171453885781
"GTF2E2",6.66522219591196
"KCNA5",4.30916338369308
"TMEM204",4.88730357613985
"PLEKHG3",5.33976624850978
"PRPS2",6.92577269875057
"PARVB",3.21816541334732
"CENPI",3.72196302806411
"SH3GL3",4.58759508802397
"NIPSNAP1",7.57532446481485
"NR2F1 /// NR2F2",6.03834688322936
"ANGEL2",6.65625409592232
"TLR7",3.16739563963165
"CDO1",3.63178868011887
"NOD1",4.07537668949074
"NDUFS1",7.40774321139061
"HMGN1 /// LOC101927733",10.1581341489296
"RCAN3",4.879635314419
"CHRNA3",3.17224187394114
"BAD",4.69311097639319
"RPL9",10.9643418917553
"EMP1",7.25192660578867
"MPPED1",3.80197587323688
"MTERF3",6.85706651301657
"GABRA2",3.33141945806372
"NMT1",6.96668869211775
"SLC29A3",5.01841998184941
"KLK15",2.82502132213557
"FSCN1",6.50160190016465
"RP3-334F4.1",4.01758507048368
"AGAP2",4.14796948525969
"ASAH1",9.47424693781354
"MCAT",5.54737733388464
"REEP1",4.38888356946392
"TCOF1",5.39245213168763
"FABP3P2 /// FABP3P2",3.08369080633073
"UBN1",8.8076391970574
"DDX3Y",5.35516205983068
"JOSD1",7.53339084530053
"MST1L",6.80387392764815
"VAV3",7.13661610003677
"FUBP1",7.38364610138725
"PHLPP1",2.42341892308167
"CLEC11A",3.90009264913494
"GLRX",8.53432207133496
"EXO5",4.16637049697004
"PLEKHO1",6.76554492435036
"ATP5C1",9.79203892444538
"GNL1",5.88095379366513
"RCVRN",2.71652829962378
"MRPL34",6.77379217658137
"ARSA",4.66713020933744
"KIF3B",7.23101120699959
"CCT4",8.82164421140546
"WAPAL",4.61936337133712
"PRPF31",6.10280932278962
"MAST4",7.60554855337441
"TSC22D4",5.3055343276339
"TIMM9",7.62868456056326
"MYLK3",2.95492297247203
"DNM2",5.37666028497691
"CD70",4.28070184835051
"SLC22A7",5.33174830893572
"NGRN",7.5365556265196
"SRSF3",4.87013217251744
"CHSY1",7.5437951570202
"YIF1B",3.94693345927279
"SASH1",5.49398422253302
"CNTN5",2.97207996697015
"ASMTL",6.22503292761236
"FOXO3 /// FOXO3B",5.37324627744601
"AIF1",7.59045128579017
"COX5B",10.2463603463765
"STARD7",10.1694023961089
"H2AFJ",5.25746054504088
"VDAC2",9.61538919610967
"CTSS",7.98615226013881
"SUPT4H1",8.15840669328013
"CAMK1D",5.63770991036994
"PTN",6.59948816220886
"TMEM38B",5.88967985750517
"LOC101928747 /// RBMX /// SNORD61",7.61334778408069
"FCF1 /// MAPK1IP1L",6.55189599887033
"MTIF2",6.61925701600338
"FAM102A",6.99373926105721
"ERC2",3.30159507621492
"GLYR1",5.16416062342608
"TCERG1",6.67193166789885
"RBM26",4.44566392005546
"PIGQ",5.40767998385479
"HBZ",5.3057051961576
"PROZ",5.67785645350811
"CIB2",4.52112687476848
"DCLRE1C",5.83080062560673
"RBFOX2",7.06904641260124
"STAR",3.13403051834765
"ZKSCAN8",3.4769681670598
"STAG3L4",6.10327939453617
"SLC44A4",5.89924110435074
"TDP2",9.15873393985312
"MARK3",6.76303230376524
"PDCL3 /// PDCL3P4",7.24734171823608
"NKX2-5",3.83901125813367
"PINLYP",5.91251657026878
"C2orf72",4.04350738462036
"COLEC12",6.03995669301446
"EPCAM",8.2705103855816
"ARMC1",6.6478523171198
"ARCN1",8.98018317111824
"MTSS1",7.77008675777798
"IL22",3.25934230067838
"ZNF556",3.67791055201238
"ALOX12P2",3.9541046027036
"ZCCHC8",5.46787886020968
"PRKCB",5.34466753614973
"ZBTB7C",3.20849651761771
"SMAD5",5.49315818715933
"TCEB3B",3.20704765190422
"TUBG2",5.40566148182017
"TRAPPC10",4.94432222183435
"CTC-425F1.4",9.65645324767831
"TTTY2 /// TTTY2B",3.15260155782295
"RCBTB1",2.82364907263767
"KIF5B",7.83445468096911
"MXRA8",5.82381779528828
"ZMYND8",5.268989112524
"CLNS1A",7.98052036124737
"FEZ1",3.9796239270523
"AMHR2",3.75358699746063
"TNFAIP1",7.36654068580638
"KHDRBS1",7.95898775860021
"RBM12B",6.24843908142023
"TMEM104",4.99275970062675
"ZFPL1",5.00769912647325
"UPF3A",7.63117807270175
"ERP29",8.93836700172851
"SIK3",6.74301543861146
"TNFAIP6",4.09231152191412
"PEBP1",9.90249118097776
"ZNF562",5.28224991726776
"GRIP2",4.20344712112548
"PDE6G",3.85044685777509
"DDX50",7.54652361629566
"CHRNB3",2.92947877225229
"CENPA",3.17174381823563
"TCL6",4.40689912758252
"FUT7",4.20591030139954
"RAB27B",5.26007724539441
"FAP",3.68083731468813
"TMEM59L",4.06772427449505
"PRKCE",4.32739091687314
"CLDN14",4.64714575955421
"SNORA29 /// TCP1",7.33981788079131
"OCA2",3.38027833500665
"STK11",8.0095022230986
"TLR5",5.98048731829173
"ALS2CL",5.45798590010832
"POFUT2",5.7017339240414
"TRAPPC2L",7.13933927115442
"KANSL2",6.8216433257414
"PPIB",10.0589217386527
"HYDIN /// HYDIN2 /// LOC101930373",3.06246773469631
"ADK",6.40626686577227
"GS1-111G14.1",7.00191405951945
"MRPS7",7.60124775152132
"TGFBR1",3.66246582662623
"TRAC",7.61164550966236
"UGGT1",5.25266825560746
"FLVCR2",4.86637660467479
"DOCK6",4.54090368205629
"LOC101930324 /// NSF",6.71890168799035
"EIF4G2",9.80613956886568
"KIR2DL3",3.289121559452
"CACNG3",3.27997046825965
"MECP2",6.81446097752882
"KCNMB4",3.74896258137764
"PRRG1",6.36185670628259
"BRMS1",6.60740989936426
"GPM6B",4.99810860850856
"SGPL1",7.3475644274306
"ASB7",7.54656015900529
"RALGAPA1 /// RALGAPA1P",6.39628540050205
"PRPF6",6.72129756986
"SLC6A13",6.66901374743005
"ACTR2",6.21418545097322
"VPS53",3.7444029610054
"RNF219",5.93601222320207
"PRKDC",3.63844983380691
"PRDM1",5.91597596289659
"NOS1",3.42980011281206
"NMUR1",4.72044274581708
"PAX5",4.66860207345053
"MORC1",2.94624617519931
"MYH10",6.48567295630133
"SCAND1",5.9553966363038
"ART4",3.02109297562178
"CYP2R1",3.39423519890678
"MCAM /// MIR6756",6.30789833471137
"IGF2BP2",8.3668457423345
"KIAA1033",8.63443919038084
"TOMM40",6.82506698221772
"SERHL2",3.98669543898009
"IDS",3.8399870330768
"CARM1",7.39626692572599
"ARFGEF1",9.17887377370555
"SIRPG",4.27619915426942
"SLC23A2",3.88566999720018
"AIFM1",8.19213028005716
"APLP2",8.63322159981252
"SYMPK",5.01845802812293
"SNX17",7.53121017986832
"PIM1",7.2905832092823
"FAU",10.6819647023427
"CGB1 /// LHB",4.71649021489918
"KCNH2",3.69680250707306
"DTX3",4.33021040288014
"STMN2",3.23876503383235
"CELA2A /// CELA2B",2.94896506833478
"ZNF473",4.71803979067684
"BNIP2",6.92967757235123
"NBR1",8.2620385596289
"HAAO",5.95976283560968
"SLC6A11",3.31492084750171
"DEK",8.02333292435725
"HADHB",9.57410129537725
"SEPT9",4.5883804810318
"MIR6875 /// TRIP6",3.55465016466864
"C9orf16",4.09683300615492
"EFEMP2",6.02536097193739
"CSF1",4.60112292168735
"CITED1",3.33583374193289
"GBF1",5.88332725174954
"FKBP3",6.23053568426303
"EMC1",3.74491822292324
"PLEKHB1",4.45146556567334
"PART1",3.95222788278435
"CLCC1",5.70135003793508
"RBM17",3.91419495964965
"MARCH5",6.76470949158796
"DNAJC11",5.50798390381276
"CDSN",2.72484766269475
"USP6NL /// USP6NL-IT1",4.8761594964967
"LY75",6.09199892177016
"NMRK1",4.46697877509207
"ANTXR1",3.9784751118333
"C21orf2",5.2651347915261
"RMND5B",6.31596693544542
"OSGEPL1",6.8362367751299
"NIPAL3",7.75132294984447
"PSEN2",4.9388939074678
"DDX11 /// DDX12P /// LOC642846",5.18172567659962
"NDUFA13",9.41057047869762
"GOSR1",5.85491974939813
"RP4-595K12.1",8.50651642112463
"PELP1",5.95449870947107
"INADL",5.3124033643488
"FAM32A",7.83662778848007
"ITGA1",5.57376869171048
"SLC12A4",3.13609107096562
"HOXB1",3.43596705673899
"LOC101929078",3.8565004177084
"MFN2",7.84446658023883
"STXBP6",3.64144411113104
"KIAA1644",3.7590472810406
"IPO8",8.26537066644682
"RPS10L",7.4714302248122
"RPS21",10.8548416020329
"PPM1H",6.55169593903281
"PYCARD",6.08763537969273
"GPR37L1",4.1777774783663
"TJAP1",7.98497825498352
"KDM4B",4.63070677685528
"VWA1",5.31886188254549
"HMGN1",9.35330498879516
"FUS",5.23875963841307
"CDH19",2.3012426716426
"NBR2",6.37834022240499
"SF1",8.29582534242227
"HDLBP",5.83207803608941
"METTL2A /// METTL2B",6.45084670464667
"DNAJC15",6.84061466968272
"LAGE3",5.28847464709832
"KLHDC8A",3.26360688556445
"RPL13 /// SNORD68",9.69058425174472
"CDK5R2",4.02519681111246
"ZCCHC24",6.64568818944396
"DUT",7.49327543305679
"SAP130",5.28407937610998
"DOHH",6.23643457638294
"IGHM",6.10244657540734
"DSERG1",4.55847075930926
"PRKAB1",8.0116336852428
"MAP3K13",7.00433696384448
"KEL",4.28752464074663
"CERS4",4.62131827327917
"CLPB",4.05102805599868
"SEMA7A",3.97684818270478
"SERPINA1",6.47501340581424
"B2M",8.33908196211663
"CADM4",3.96065548477361
"PSMD7",7.09696228760259
"KCMF1",6.80556544472179
"ASMTL-AS1",4.13069060448823
"KCNA10",3.80870384509545
"OXCT2",3.86690162062005
"ERV3-2",4.78222194800659
"AGBL5",5.19765212915515
"SRP19",7.83539603411865
"NAB1",6.84356615086519
"IQCH",3.31844338710012
"GALNT3",6.05425888161321
"ASGR2",5.18408945446164
"PPME1",6.74505443540292
"RASSF9",4.51264123931585
"CEMP1",3.95532652343587
